Beat_Interval,Systolic,Diastolic
0.664,106.19,50.249
0.672,105.7,50.249
0.664,105.61,50.053
0.672,106.27,51.227
0.672,108.51,51.618
0.68,106.82,51.422
0.672,106.84,51.618
0.664,107.77,51.618
0.672,108.54,52.791
0.672,110.37,52.192
0.68,110.11,51.422
0.68,108.16,50.835
0.68,106.24,50.053
0.672,102.53,51.422
0.672,101.36,51.227
0.664,102.47,52.987
0.648,105.68,54.537
0.664,107.82,56.703
0.664,110.51,56.311
0.656,111.26,56.31
0.672,110.69,56.116
0.648,110.31,56.31
0.648,111.93,56.702
0.656,119.49,57.484
0.656,116.94,56.702
0.648,114.43,57.093
0.664,116.75,55.529
0.664,116.01,53.965
0.656,113.5,53.181
0.656,110.49,52.008
0.656,109.14,51.226
0.664,108.53,51.227
0.672,108.34,51.422
0.664,115.53,54.16
0.656,114.05,53.572
0.664,114.01,55.138
0.664,115.73,54.16
0.672,116.27,53.378
0.664,114.43,52.987
0.664,112.44,52.387
0.672,112.05,52.009
0.664,111.81,53.182
0.672,113.21,52.791
0.664,109.99,54.942
0.656,111.1,55.137
0.656,112.84,57.679
0.672,115.95,56.703
0.648,116.37,56.702
0.664,115.07,56.898
0.648,115.41,57.093
0.656,117.83,57.679
0.656,119.09,58.657
0.656,121.05,56.506
0.664,118.91,57.094
0.656,119.1,56.702
0.656,118.9,56.115
0.656,119.3,57.288
0.656,119.96,55.724
0.664,118.68,54.747
0.656,116.38,54.355
0.664,114.59,53.573
0.664,114.5,53.378
0.664,114.61,54.16
0.672,111.97,52.204
0.664,111.93,52.4
0.664,113.11,52.987
0.656,115.19,54.941
0.664,117.11,54.16
0.664,116.71,53.965
0.664,115.18,53.756
0.664,113.81,54.356
0.664,116.07,55.92
0.672,107.44,52.779
0.688,109.71,52.204
0.68,110.29,51.813
0.68,108.94,51.606
0.68,107.23,51.422
0.672,107.35,53.378
0.672,110.08,53.378
0.688,111.67,52.987
0.672,110.87,52.987
0.672,119.5,53.965
0.672,117.32,53.757
0.68,117.98,54.942
0.68,119.48,54.747
0.68,120.9,54.16
0.68,119.87,53.965
0.672,116.77,53.573
0.672,116.74,53.769
0.672,117.32,54.539
0.68,118.52,54.551
0.68,118.12,54.16
0.68,118.13,53.965
0.68,118.51,55.334
0.68,119.68,54.539
0.696,119.12,53.77
0.68,116.73,53.378
0.688,114.78,52.596
0.672,114.63,53.182
0.68,108.54,52.009
0.664,106.97,52.191
0.672,106.98,53.965
0.672,110.36,54.747
0.68,113.23,54.747
0.664,114.79,55.516
0.672,114.41,55.92
0.672,116.93,56.116
0.664,118.88,56.898
0.68,120.81,57.094
0.672,111.29,52.596
0.672,111.96,52.4
0.656,109.98,52.387
0.68,111.47,53.378
0.672,113.03,52.4
0.68,113.66,51.813
0.672,110.27,50.835
0.672,109.29,51.813
0.672,109.93,51.031
0.68,104.69,50.444
0.664,102.87,50.835
0.664,105.01,52.009
0.664,107.76,53.965
0.672,111.89,55.138
0.672,114.78,55.138
0.672,116.54,55.334
0.664,114.76,55.138
0.656,115.55,54.941
0.664,119.56,56.507
0.664,121.18,57.68
0.664,120.95,55.92
0.656,119.69,55.333
0.664,115.97,54.747
0.656,115.21,54.746
0.656,115.85,54.941
0.656,116.95,56.494
0.664,118.7,55.712
0.664,118.15,54.929
0.656,111.45,52.583
0.664,112.64,54.16
0.664,115,53.769
0.68,114.86,52.791
0.664,113.5,52.596
0.664,110.26,52.009
0.664,110.05,51.618
0.664,110.11,53.182
0.664,111.88,52.4
0.672,111.66,51.606
0.672,109.28,50.249
0.656,109.5,50.431
0.664,110.29,50.64
0.672,111.89,52.204
0.664,113.41,51.422
0.672,112.84,50.835
0.664,110.39,50.64
0.664,109.09,50.444
0.672,109.91,50.444
0.656,110.48,51.409
0.624,118.17,57.273
0.648,122.01,57.679
0.64,125.76,56.702
0.632,123.94,57.092
0.64,125.96,57.875
0.64,127.31,56.897
0.64,126.93,56.115
0.64,124.39,57.484
0.64,125.36,56.883
0.656,125.74,55.137
0.648,122.41,53.768
0.648,120.46,54.55
0.656,121.29,54.159
0.64,121.11,53.95
0.664,118.86,52.791
0.64,117.44,54.55
0.648,118.21,53.951
0.656,118.52,53.365
0.656,117.52,52.986
0.656,118.07,53.572
0.64,116.36,53.754
0.656,117.32,53.964
0.648,117.8,53.951
0.656,118.87,55.333
0.656,119.1,54.147
0.672,119.1,53.573
0.648,116.34,53.181
0.656,115.08,52.79
0.656,114.98,52.595
0.768,127.64,51.28
0.768,125.81,50.501
0.76,123.2,51.377
0.768,124.36,50.991
0.76,126.93,51.377
0.768,126.25,50.054
0.768,123.49,50.839
0.76,122.89,50.791
0.736,123.56,51.23
0.728,122.59,50.397
0.736,120.28,50.788
0.728,119.6,51.266
0.736,122.45,51.227
0.744,124.94,50.74
0.608,123.6,51.655
0.536,131.16,65.091
0.528,128.9,66.671
0.544,131.6,67.65
0.52,131.9,64.699
0.528,128.85,65.073
0.528,130.96,69.979
0.544,132.27,65.695
0.536,128.62,64.716
0.528,129.28,69.409
0.536,133.92,65.889
0.528,129.79,64.877
0.536,128.69,67.845
0.528,131.49,66.263
0.544,129.94,64.912
0.52,128.1,65.872
0.544,130.12,69.002
0.536,130.29,64.129
0.528,128.44,64.52
0.52,129.5,68.806
0.544,133.04,64.717
0.536,127.89,64.325
0.52,128.06,68.61
0.536,132.56,65.269
0.536,129.04,64.716
0.528,128.2,67.845
0.536,131,66.085
0.528,130.43,64.911
0.528,127.69,65.09
0.536,129.66,69.605
0.536,130.06,64.7
0.528,128.25,64.308
0.536,128.45,68.627
0.536,133.41,65.107
0.528,128.67,64.308
0.528,128.21,68.219
0.544,132.37,65.499
0.528,129.5,64.911
0.536,120.69,64.52
0.528,117.74,64.894
0.544,119.31,69.019
0.544,120.47,64.326
0.528,118.26,63.916
0.536,118.5,68.432
0.544,123.02,64.521
0.536,118.13,63.933
0.528,117.65,67.828
0.544,122.36,64.717
0.536,118.66,64.113
0.528,117.48,67.241
0.536,120.65,65.873
0.544,120.17,64.521
0.528,118.09,65.872
0.56,119.49,68.237
0.528,120.65,64.52
0.528,118.05,64.52
0.536,119.68,69.214
0.544,122.83,65.303
0.536,118.5,64.52
0.528,118.7,68.823
0.544,123.6,65.695
0.536,119.69,64.895
0.528,118.98,67.258
0.544,122.66,67.259
0.536,121.63,65.302
0.536,119.17,67.063
0.552,121.69,67.65
0.52,122.7,65.481
0.536,119.68,65.873
0.536,121.61,70.176
0.544,123.55,65.89
0.536,120.4,65.302
0.536,120.48,69.801
0.536,125.74,66.264
0.536,120.88,65.482
0.528,118.62,66.654
0.536,121.9,66.46
0.544,121.02,64.895
0.528,118.87,66.068
0.56,120.41,67.846
0.512,121.72,65.498
0.544,119.56,64.13
0.536,119.68,69.409
0.544,121.84,65.482
0.544,118.74,63.917
0.528,118.91,68.627
0.536,123.98,65.498
0.528,119.84,64.894
0.536,120.16,65.091
0.536,120.44,69.214
0.544,125.19,66.086
0.536,121.19,65.302
0.536,120.09,68.823
0.544,124.35,66.477
0.536,122.03,65.482
0.536,120.25,67.649
0.544,124.08,67.65
0.536,122.66,65.498
0.528,120.36,67.437
0.56,122.67,67.846
0.544,123.1,65.482
0.536,120.38,65.091
0.536,120.48,69.214
0.544,125.37,65.89
0.536,120.27,64.716
0.528,119.42,68.61
0.544,123.79,65.499
0.536,120.44,64.911
0.536,118.92,67.454
0.536,122.64,66.264
0.536,120.71,64.7
0.544,118.72,66.281
0.56,119.82,68.824
0.52,120.87,64.52
0.536,118.71,64.325
0.528,120,69.018
0.544,123.72,64.912
0.536,118.82,64.325
0.536,118.52,68.04
0.536,123.3,64.7
0.536,119.18,63.917
0.528,118.14,67.241
0.552,122.03,65.303
0.528,119.63,64.112
0.536,117.54,65.694
0.544,120.26,67.064
0.536,121.37,64.129
0.536,118.14,64.129
0.528,120.02,68.823
0.544,121.85,64.309
0.536,118.2,63.933
0.536,118.49,67.845
0.544,123.19,64.326
0.536,118.41,63.542
0.536,117.53,67.258
0.536,121.93,64.504
0.544,118.81,63.543
0.528,117.17,66.068
0.536,119.57,65.107
0.528,119.72,63.525
0.536,116.75,64.113
0.536,118.31,68.236
0.544,119.51,63.543
0.536,117.26,63.151
0.528,117.88,67.632
0.544,122.59,63.934
0.536,117.31,63.151
0.536,116.83,67.258
0.536,121.75,64.325
0.536,118.26,63.526
0.536,117.34,65.694
0.544,120.41,65.303
0.528,119.93,63.899
0.536,117.54,65.107
0.552,119.32,68.237
0.52,120.6,64.325
0.536,118.4,64.325
0.528,119.96,68.806
0.544,123.62,65.303
0.536,119.23,64.716
0.528,119.45,68.806
0.536,124.37,65.856
0.528,118.14,64.325
0.536,115.2,64.325
0.536,117.32,68.823
0.544,119.89,64.504
0.536,116.74,64.325
0.536,116.75,68.432
0.544,122.23,65.108
0.536,117.26,64.325
0.536,116.62,68.04
0.544,121.2,65.482
0.536,118.74,64.7
0.528,117.29,67.437
0.544,120.53,66.672
0.536,120.42,64.895
0.536,117.99,65.889
0.552,119.41,69.41
0.528,120.84,65.09
0.544,118.26,65.108
0.536,119.85,69.605
0.552,123.26,65.695
0.536,118.74,64.716
0.536,118.52,68.823
0.544,123.8,65.89
0.544,119.3,64.521
0.536,118.45,68.236
0.536,117.69,67.258
0.544,121.46,66.477
0.536,119.7,64.504
0.544,117.53,66.086
0.544,119.95,65.89
0.544,119.69,64.113
0.536,116.96,65.107
0.552,118.66,68.041
0.536,119.87,64.129
0.536,116.95,64.113
0.536,118.28,68.807
0.56,120.86,64.13
0.536,117.25,63.526
0.536,119.21,66.28
0.552,123.07,63.739
0.536,120.5,63.151
0.544,118.87,65.499
0.544,122.82,64.912
0.536,121.41,63.135
0.544,119,64.912
0.552,121.49,64.717
0.536,121.56,62.956
0.536,118.96,63.933
0.552,120.69,66.265
0.528,121.8,62.939
0.536,119.24,63.135
0.536,119.94,62.956
0.536,119.64,66.655
0.544,124.58,63.526
0.544,120.27,62.761
0.536,119.34,66.476
0.544,123.6,64.13
0.536,120.93,63.331
0.544,119.24,65.695
0.552,123.2,64.717
0.536,121.59,63.347
0.536,119.59,64.716
0.544,122.24,64.912
0.544,122.38,63.152
0.544,120.41,64.13
0.536,122.6,68.611
0.552,124.37,64.326
0.544,121.97,64.13
0.528,122.23,68.202
0.544,126.99,65.091
0.544,122.44,64.504
0.544,121.96,68.041
0.544,126.54,65.89
0.544,123.6,65.108
0.536,122.39,67.649
0.544,126.33,65.873
0.544,119.63,63.348
0.544,121.21,67.65
0.544,122.9,63.152
0.536,120.22,63.151
0.536,120.41,67.047
0.544,124.86,63.917
0.544,120.1,62.957
0.536,119.52,66.655
0.552,124.2,64.326
0.536,121.27,63.331
0.536,119.78,66.085
0.552,123.63,64.717
0.544,122.23,63.543
0.536,120.2,65.302
0.544,122.17,66.264
0.544,123.21,64.326
0.544,120.67,64.326
0.536,122.29,68.432
0.544,123.86,63.722
0.544,121.64,63.739
0.536,121.45,67.649
0.544,126.13,64.912
0.544,121.25,63.739
0.536,121.23,67.649
0.544,125.17,65.286
0.544,123.21,64.13
0.536,121.66,66.28
0.536,124.61,66.069
0.544,123.97,64.504
0.544,121.78,66.086
0.544,124.05,66.655
0.544,125.15,64.912
0.536,122.1,64.895
0.544,123.56,68.824
0.544,125.13,64.326
0.536,122.47,64.113
0.544,127.31,65.108
0.544,123.25,64.326
0.536,121.99,67.454
0.536,125.97,65.482
0.544,123.44,64.521
0.536,121.6,66.671
0.552,125.17,66.281
0.536,123.8,64.52
0.544,121.65,66.086
0.544,124.19,66.086
0.536,124.51,64.504
0.536,121.59,65.286
0.56,123.21,68.041
0.544,124.5,64.309
0.544,121.67,63.526
0.536,120.14,65.873
0.552,124.04,64.717
0.536,122.66,63.135
0.544,119.91,65.108
0.544,123.01,64.912
0.536,122.53,63.331
0.544,120.05,64.717
0.544,122.04,66.069
0.536,123.26,64.129
0.544,120.61,63.934
0.536,121.39,67.633
0.552,125.82,64.326
0.536,120.81,63.526
0.544,120.68,67.259
0.552,125.1,64.326
0.536,122.43,63.738
0.536,121.05,66.867
0.552,124.93,65.108
0.536,122.75,64.113
0.536,120.91,65.873
0.544,123.79,65.695
0.544,122.99,63.706
0.544,121.46,64.521
0.536,122.75,68.22
0.544,124.58,63.706
0.544,121.61,63.722
0.536,122.04,68.236
0.552,126.36,64.701
0.536,121.87,63.917
0.544,121.93,67.455
0.544,126.73,64.7
0.544,122.82,63.934
0.536,122,67.454
0.544,125.56,65.091
0.544,123.6,64.521
0.536,122.53,65.286
0.536,122.16,69.376
0.552,127.43,66.07
0.544,121.84,64.912
0.536,121.35,69.002
0.552,126.12,66.086
0.544,122.85,65.286
0.536,121.2,68.416
0.552,125.42,66.281
0.544,123.44,65.303
0.536,121.55,68.04
0.552,125.1,67.455
0.552,124.94,65.695
0.528,122.04,66.263
0.56,123.6,69.606
0.536,124.99,65.302
0.544,122.15,65.303
0.536,123.08,69.996
0.552,126.52,65.89
0.536,122.26,65.091
0.544,121.99,69.215
0.544,127.39,65.89
0.552,122.35,64.912
0.536,121.89,68.823
0.552,125.35,66.477
0.544,123.55,65.108
0.536,121.31,67.063
0.536,124.13,67.438
0.552,123.65,65.108
0.544,121.06,66.672
0.552,123.28,67.455
0.536,124.96,65.694
0.536,121.24,65.694
0.544,123.22,70.193
0.544,124.94,65.091
0.544,122.25,65.303
0.536,122.49,69.409
0.552,107.23,62.37
0.536,103.53,65.889
0.56,108.74,63.934
0.568,107.37,62.761
0.528,103.63,65.302
0.568,107.8,64.115
0.552,107.98,62.566
0.544,103.66,64.326
0.576,107.71,65.288
0.552,108.6,62.761
0.536,104.41,63.347
0.584,106.98,67.26
0.552,111,62.957
0.552,105.64,62.761
0.552,106.19,68.824
0.544,113.39,64.326
0.56,106.79,63.332
0.536,106.43,69.018
0.568,114.13,64.13
0.552,107.62,63.934
0.552,106.73,68.824
0.544,114.58,64.912
0.56,108.07,69.019
0.536,107.26,68.432
0.568,113.04,64.912
0.544,110.05,63.934
0.552,106.52,67.65
0.56,111.87,65.303
0.552,109.82,63.739
0.544,106.14,67.65
0.56,111.07,65.108
0.544,110.55,64.521
0.552,106.54,65.89
0.568,110.37,66.086
0.552,111.28,63.934
0.616,171.82,100.38
0.632,170.02,98.512
0.632,166,97.285
0.64,164.23,97.57
0.64,167.13,97.352
0.648,165.42,95.707
0.656,162.95,95.587
0.664,163.14,95.587
0.664,163.87,95.231
0.672,161.72,94.125
0.656,163.4,97.176
0.64,164.29,98.29
0.632,166.04,98.344
0.632,165.4,97.399
0.632,164.07,98.922
0.632,166.71,98.86
0.648,166.6,97.7
0.648,164.96,97.117
0.632,163.77,97.809
0.632,166.06,98.34
0.632,165.7,97.692
0.64,163.82,96.054
0.648,162.24,97.465
0.632,164.28,97.867
0.64,164.14,97.172
0.64,162.53,97.176
0.632,163.27,98.172
0.624,165.57,98.449
0.632,164.73,97.512
0.632,163.53,98.747
0.616,171.82,100.38
0.632,170.02,98.512
0.632,166,97.285
0.64,164.23,97.57
0.64,167.13,97.352
0.648,165.42,95.707
0.656,162.95,95.587
0.664,163.14,95.587
0.664,163.87,95.231
0.672,161.72,94.125
0.656,163.4,97.176
0.64,164.29,98.29
0.632,166.04,98.344
0.632,165.4,97.399
0.632,164.07,98.923
0.632,166.71,98.86
0.648,166.6,97.7
0.648,164.96,97.118
0.632,163.77,97.809
0.632,166.06,98.34
0.632,165.7,97.692
0.64,163.82,96.054
0.648,162.24,97.465
0.632,164.28,97.867
0.64,164.14,97.172
0.64,162.53,97.176
0.632,163.27,98.173
0.624,165.57,98.449
0.632,164.73,97.512
0.632,163.53,98.747
0.712,198.86,80.401
0.72,196.62,79.473
0.704,194.14,80.514
0.704,196.53,81.622
0.704,199.17,81.582
0.704,197.97,80.404
0.704,195.85,81.628
0.704,199.53,81.352
0.736,194.57,80.466
0.728,198.23,80.466
0.736,196.41,79.945
0.736,194.26,79.411
0.72,194.01,81.511
0.72,198.55,81.28
0.72,196.94,80.925
0.728,194.67,80.997
0.72,195.23,81.983
0.744,151.33,58.318
0.68,152.3,62.606
0.784,148.53,54.351
0.736,150.74,57.766
0.72,152.4,59.58
0.72,155.36,60.212
0.752,156.67,59.53
0.776,157.5,57.837
0.656,145.17,67.148
0.832,141.6,57.438
0.768,150.71,62.417
0.832,140.91,57.923
0.752,150.03,63.242
0.848,146.34,57.729
0.792,154.28,77.88
0.8,153.91,76.711
0.792,152.06,76.488
0.768,153.73,79.29
0.784,157.53,79.064
0.792,155.81,77.191
0.8,151.74,75.663
0.808,150.15,74.897
0.824,146.54,73.55
0.832,146.82,73.435
0.832,147,73.843
0.84,147.34,74.085
0.672,148,69.225
0.832,162.37,73.613
0.832,148.42,75.195
0.832,148.78,75.188
0.832,148.96,75.609
0.84,148.71,71.975
0.824,149.97,74.258
0.824,149.39,74.492
0.824,155.32,76.893
0.832,152.76,76.722
0.792,152.06,76.488
0.768,153.73,79.29
0.784,157.53,79.064
0.792,155.81,77.191
0.8,151.74,75.663
0.808,150.15,74.897
0.816,148.64,73.666
0.824,147.18,73.198
0.832,147,73.843
0.84,147.34,74.085
0.672,148,69.225
0.832,162.37,73.613
0.832,148.42,75.195
0.824,149.9,74.785
0.84,148.71,71.975
0.824,149.97,74.259
0.824,149.39,74.492
0.824,155.32,76.893
0.832,152.76,76.722
0.832,152.47,77.364
0.84,152.49,77.48
0.768,149.72,76.477
0.76,157.61,84.693
0.688,162.29,85.213
0.744,161.78,79.476
0.696,156.13,75.063
0.704,153.82,72.898
0.704,155.7,74.015
0.712,156.78,73.725
0.824,144.36,66.289
0.832,141.67,65.288
0.824,139.43,65.93
0.824,140.55,66.465
0.816,141.16,67.403
0.792,143.62,70.04
0.784,146.52,71.733
0.824,153.74,73.669
0.84,153.92,72.264
0.84,153.32,72.032
0.848,150.51,71.443
0.848,149.12,71.154
0.84,148.48,71.031
0.832,149.02,73.791
0.664,112.64,52.154
0.608,119.34,56.896
0.608,119.03,56.552
0.6,121.09,57.297
0.608,122.84,56.774
0.616,126.48,56.536
0.616,128.13,57.783
0.616,129.17,57.603
0.616,128.68,56.841
0.632,126.3,55.025
0.624,121.91,54.372
0.624,113.47,51.048
0.624,112.86,50.805
0.632,111.54,50.52
0.632,109.74,50.395
0.632,107.4,52.689
0.6,107.56,51.048
0.624,105.15,51.165
0.6,108.71,54.195
0.608,110.84,52.852
0.616,110.91,53.447
0.672,105.75,51.458
0.656,105.44,51.682
0.664,105.33,52.161
0.664,106.57,52.217
0.664,106.64,52.037
0.664,106.27,52.268
0.672,106.61,52.279
0.664,106.57,52.378
0.672,106.4,52.689
0.92,107.48,55.93
0.936,113.42,54.758
0.872,112.91,53.386
0.824,107.9,57.686
0.888,114,55.343
0.984,114.3,53.399
0.976,111.06,51.243
0.904,107.17,53.975
0.856,106.59,54.163
0.824,107.18,55.34
0.84,110.07,55.726
0.944,111.27,53.781
0.928,110.36,51.824
0.896,106.96,55.929
0.888,111.12,54.753
0.896,110.3,55.734
0.904,112.28,55.148
0.88,112.45,55.143
0.864,110.67,55.537
0.824,110.55,56.904
0.816,112.26,57.093
1.128,139.22,64.357
1.144,140.87,63.567
1.16,141.33,62.795
1.16,139.74,62.795
1.168,139.92,63.383
1.088,128.91,57.314
1.072,128.89,57.698
1.088,130.43,56.923
1.08,128.26,56.531
1.072,127.33,58.681
0.768,141.59,57.954
0.784,143.92,57.668
0.768,143.34,57.668
0.776,141.5,56.556
0.768,139.72,57.185
0.792,142.65,58.794
0.784,144.5,57.67
0.776,141.79,56.794
0.784,141,58.797
0.776,144.96,58.16
0.784,142.53,57.662
0.776,140.63,57.471
0.776,141.4,57.952
0.784,142.77,58.65
0.776,146.07,58.356
0.776,141.83,57.662
0.776,144.64,57.998
0.776,141.13,57.276
0.784,140.13,57.235
0.776,140.4,58.313
0.776,142.96,57.754
0.784,142.54,57.227
0.784,139.31,56.653
0.776,139.08,56.603
0.768,141.6,57.97
0.784,143.93,57.681
0.768,143.35,57.681
0.776,141.51,56.557
0.768,139.73,57.192
0.792,142.65,58.801
0.784,144.51,57.683
0.776,141.81,56.798
0.776,144.98,58.161
0.784,142.54,57.675
0.776,140.63,57.482
0.776,141.41,57.968
0.784,142.77,58.656
0.776,146.08,58.359
0.776,141.84,57.675
0.776,140.61,57.677
0.776,144.66,58.015
0.776,141.14,57.284
0.784,140.14,57.243
0.776,140.4,58.316
0.776,142.98,57.769
0.784,142.55,57.235
0.784,139.31,56.655
0.776,139.09,56.604
0.832,182.61,73.797
0.84,184.39,73.212
0.84,185.06,73.063
0.848,181.96,72.53
0.84,181.26,72.09
0.832,181.46,74.282
0.848,185.04,72.28
0.84,183.16,72.724
0.848,183.76,72.63
0.832,181.34,72.526
0.832,181.03,72.378
0.84,180.7,74.336
0.84,184.88,72.623
0.84,181.95,72.282
0.84,182.68,72.239
0.84,182.48,71.5
0.84,180.18,71.401
0.84,179.3,71.356
0.84,179.46,73.307
0.84,184.13,71.988
0.84,180.4,71.5
0.816,111.64,72.448
0.824,112,73.053
0.824,108.59,71.454
0.824,108.64,72.63
0.816,109.46,73.273
0.832,109.55,74.022
0.824,110.27,74.516
0.84,114.05,74.375
0.832,110.27,73.625
0.832,109.26,74.876
0.816,110.39,75.052
0.824,113.96,76.016
0.816,112.58,76.802
0.832,116.51,77.123
0.832,113.49,75.803
0.816,111.5,74.944
0.824,111.32,74.947
0.816,113.24,75.696
0.816,114.21,75.372
0.6,132.6,84.249
0.6,128.74,83.422
0.592,130.22,83.024
0.6,131.14,84.005
0.592,133.45,85.605
0.608,137.03,86.987
0.608,134.11,88.736
0.608,132.48,88.097
0.608,132.8,84.538
0.6,132.53,99.44
0.6,137.97,103.59
0.624,151.59,65.678
0.624,146.41,64.694
0.624,144.59,64.37
0.616,145.08,64.359
0.624,146.63,66.23
0.616,149.6,65.977
0.624,149.87,65.727
0.616,146.52,67.352
0.6,151.49,66.601
0.592,149.04,68.698
0.592,156.47,70.272
0.56,119.28,69.151
0.544,125.94,70.181
0.6,123.64,66.169
0.568,114.54,66.705
0.568,117.79,67.727
0.576,120.23,67.382
0.584,115.8,64.564
0.568,108.28,65.826
0.568,116.48,66.811
0.584,117.24,64.617
0.568,109.74,65.484
0.568,128.79,74.679
0.576,131.01,72.184
0.56,123.17,72.505
0.56,126.38,74.923
0.568,131.1,75.069
0.568,129.2,71.534
0.552,119.5,73.783
0.56,130.77,75.436
0.568,130.66,70.939
0.56,120.48,72.92
0.552,130.82,75.607
0.568,132.68,72.42
0.552,128.76,68.252
0.568,118.27,71.935
0.56,130.58,73.751
0.568,129.97,73.116
0.544,120.11,70.185
0.56,125.05,71.927
0.568,130.74,71.349
0.568,125.64,67.915
0.56,116.59,70.181
0.552,126.77,71.626
0.576,128.64,70.662
0.568,123.22,68.618
0.488,147.71,114.73
0.504,145.43,112.18
0.496,136.86,110.28
0.472,138.2,110.68
0.496,143.18,112.09
0.504,140.92,111.8
0.496,135.3,109.61
0.504,140.23,111.84
0.504,139.07,111.84
0.52,142.32,115.21
0.704,143.99,61.918
0.704,140.7,62.607
0.72,140.55,61.736
0.656,143.13,63.283
0.736,140.94,63.984
0.704,147.27,59.869
0.704,144.07,63.776
0.56,143.2,60.278
0.696,143.31,64.417
0.712,142.99,63.004
0.696,143.06,63.343
0.704,141.14,62.602
0.712,144.03,62.801
0.704,141.24,62.854
0.712,141.46,62.708
0.696,143.36,63.587
0.712,142.43,64.129
0.704,143.73,63.69
0.696,142.87,63.104
0.712,143.29,63.787
0.696,144.24,63.983
0.704,145.16,63.247
0.696,142.97,63.685
0.712,143.13,63.053
0.704,144.05,63.288
0.696,144.44,63.679
0.688,151.19,62.416
0.672,145.75,61.246
0.656,147.26,61.708
0.664,147.86,63.295
0.68,151.53,62.36
0.664,151.27,62.064
0.664,148.13,61.595
0.656,140.47,55.205
0.648,141.08,54.904
0.648,140.45,55.193
0.656,141.85,56.495
0.656,145.22,56.257
0.648,143.26,55.963
0.656,141.07,55.433
0.656,140.69,54.916
0.664,143.72,56.557
0.648,145.3,56.675
0.648,142.35,56.248
0.648,143.58,56.256
0.648,144.05,56.206
0.648,143.11,56.842
0.664,145.91,56.664
0.656,143.37,55.971
0.616,142.66,59.019
0.632,145.62,59.547
0.624,146.08,59.719
0.624,143.58,58.353
0.616,142.95,58.023
0.632,146.86,60.543
0.632,147.36,60.816
0.624,144.43,59.425
0.616,144.02,60.233
0.616,148.66,60.651
0.632,146.7,59.686
0.64,143.19,59.723
0.616,144.1,58.658
0.608,144.86,58.348
0.632,146.31,51.866
0.592,148.86,61.062
0.672,149.15,60.477
0.568,145.36,59.626
0.704,144.56,60.175
0.616,144.15,60.346
0.64,147.31,60.778
0.624,147.22,60.237
0.632,145.46,59.656
0.624,145.32,60.133
0.6,148.12,60.796
0.648,149.21,61.352
0.616,145.01,63.005
0.632,149.96,62.118
0.536,89.635,64.209
0.64,93.683,64.227
0.592,94.857,66.375
0.56,95.441,59.277
0.624,89.294,61.052
0.592,89.938,61.781
0.64,96.315,63.421
0.616,91.525,56.062
0.576,93.05,65.094
0.576,95.738,68.167
0.6,97.685,58.351
0.6,88.943,61.295
0.584,90.415,62.212
0.584,92.866,65.286
0.6,95.733,63.735
0.576,92.301,57.872
0.616,87.041,60.318
0.584,90.545,63.249
0.576,93.877,66.8
0.576,92.572,66.815
0.584,96.661,66.713
0.584,94.529,59.135
0.584,88.701,62.648
0.576,92.81,64.899
0.576,95.881,67.728
0.584,98.036,61.915
0.6,92.364,59.774
0.584,90.783,63.786
0.576,94.758,68.171
0.576,98.47,70.076
0.712,110.98,55.918
0.696,108.59,54.8
0.64,108.19,59.05
0.632,113.64,59.436
0.632,111.77,58.603
0.624,110.69,59.036
0.632,110.48,58.756
0.624,109.52,57.473
0.616,109.83,61.33
0.616,114.98,61.288
0.632,101.23,59.283
0.64,99.739,55.034
0.632,97.934,54.643
0.592,104.44,60.894
0.552,107.35,63.444
0.632,107.22,59.332
0.616,105.35,59.527
0.616,100.41,56.209
0.592,101.74,62.565
0.584,109.68,62.457
0.6,112.05,63.727
0.64,96.179,51.957
0.632,98.299,53.188
0.632,102.27,53.673
0.52,101.06,59.723
0.72,99.929,50.551
0.688,98.8,50.398
0.648,97.623,51.377
0.64,96.427,51.426
0.64,98.015,52.983
0.64,102.41,53.188
0.568,131.48,61.881
0.584,135.76,63.234
0.584,135.57,64.414
0.592,135.72,56.554
0.512,125.77,60.313
0.648,123.08,57.873
0.584,135.18,63.831
0.584,135.37,64.373
0.592,136.59,56.648
0.608,126.7,54.398
0.584,124.28,59.09
0.592,135.8,56.546
0.592,125.08,54.994
0.576,129.83,60.214
0.576,133.98,63.719
0.584,136.03,65.098
0.568,135.99,60.457
0.6,127.47,55.228
0.584,124.04,60.018
0.568,132.92,62.614
0.568,135.55,64.015
0.584,135.39,64.617
0.544,134.73,64.458
0.696,103.01,50.062
0.648,106.93,52.153
0.648,106.04,51.279
0.632,103.3,50.058
0.64,103.99,52.358
0.632,107.88,54.643
0.648,107.59,50.937
0.632,103.63,53.421
